Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential
EUSI10,,Eucalyptus sieberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSM3,,Eucalyptus smithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSP6,,Eucalyptus spathulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSPG2,,Eucalyptus spathulata ssp. grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSPS,,Eucalyptus spathulata ssp. spathulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST12,,Eucalyptus steedmanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST13,,Eucalyptus stellulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST14,,Eucalyptus stenostoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST15,,Eucalyptus stoatei,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST17,,Eucalyptus stowardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST18,,Eucalyptus striaticalyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST19,,Eucalyptus stricklandii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST20,,Eucalyptus stricta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTE11,,Eucalyptus tenuipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTE12,,Eucalyptus tenuiramis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTE,,Eucalyptus tereticornis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTE14,,Eucalyptus tetragona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTE15,,Eucalyptus tetraptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTH3,,Eucalyptus thozetiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTO9,,Eucalyptus todtiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTO11,,Eucalyptus torquata,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR8,,Eucalyptus ×trabutii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR9,,Eucalyptus transcontinentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR11,,Eucalyptus triflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR12,,Eucalyptus trivalvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUM2,,Eucalyptus umbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUN3,,Eucalyptus uncinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUR5,,Eucalyptus urnigera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUVE7,,Eucalyptus vernicosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUVI,,Eucalyptus viminalis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUVI9,,Eucalyptus viridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUWA3,,Eucalyptus wandoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUWE2,,Eucalyptus websteriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUWO3,,Eucalyptus woodwardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUYA2,,Eucalyptus yalatensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUYO2,,Eucalyptus youmanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUYO3,,Eucalyptus youngiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCEP2,,Eucephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR12,,Eucephalus breweri,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR13,,Eucephalus brickellioides,"Forb/herb, Subshrub",,None,High,No,Rapid,,2,Short,None,Yes,Yes,No,Low,6,7.5,,11,40,6,Intolerant,7,No Known Source,Yes,No,Low,Low,Low
EUEL2,,Eucephalus elegans,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEN,,Eucephalus engelmannii,"Forb/herb, Subshrub",,None,High,No,Moderate,,6,Long,None,No,Yes,Yes,Medium,5.9,7.3,4800,12,40,12,Tolerant,-33,No Known Source,Yes,No,Low,,
EUGL18,,Eucephalus glabratus,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGL11,,Eucephalus glaucescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGO5,,Eucephalus gormanii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULE14,,Eucephalus ledophyllus,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EULEC,,Eucephalus ledophyllus var. covillei,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EULEL2,,Eucephalus ledophyllus var. ledophyllus,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPA22,,Eucephalus paucicapitatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTO4,,Eucephalus tomentellus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUVI8,,Eucephalus vialis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCHA,,Eucharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAM11,,Eucharis amazonica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCHI,,Euchiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGY2,,Euchiton gymnocephalus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUIN12,,Euchiton involucratus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUJA6,,Euchiton japonicus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSP5,,Euchiton sphaericus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCLA2,,Eucladium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUVE6,,Eucladium verticillatum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCLA,,Euclasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO11,,Euclasta condylotricha,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCLI,,Euclidium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSY,,Euclidium syriacum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCNI,,Eucnide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAU2,,Eucnide aurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBA3,,Eucnide bartonioides,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBAB,,Eucnide bartonioides var. bartonioides,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBAE,,Eucnide bartonioides var. edwardsiana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGR17,,Eucnide grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULO3,,Eucnide lobata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURU5,,Eucnide rupestris,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUR,,Eucnide urens,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCRY2,,Eucryphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO40,,Eucryphia cordifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCRY,,Eucrypta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH,,Eucrypta chrysanthemifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCHB,,Eucrypta chrysanthemifolia var. bipinnatifida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCHC,,Eucrypta chrysanthemifolia var. chrysanthemifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUMI2,,Eucrypta micrantha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGEI,,Eugeissona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUT,,Eugeissona utilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGEN,,Eugenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAG2,,Eugenia aggregata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAP,,Eugenia apiculata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAX,,Eugenia axillaris,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBE4,,Eugenia bellonis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBI,,Eugenia biflora,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBO3,,Eugenia boqueronensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBO4,,Eugenia borinquensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR7,,Eugenia brasiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR17,,Eugenia bryanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCA10,,Eugenia cacuminis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO4,,Eugenia confusa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO5,,Eugenia cordata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCOC,,Eugenia cordata var. cordata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCOS,,Eugenia cordata var. sintenisii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO13,,Eugenia corozalensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDO,,Eugenia domingensis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEA,,Eugenia earhartii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEG,,Eugenia eggersii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEU3,,Eugenia eucalyptoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFA4,,Eugenia fajardensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFO3,,Eugenia foetida,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGL6,,Eugenia glabrata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHA4,,Eugenia haematocarpa,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUKO,,Eugenia koolauensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EULA9,,Eugenia laevis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EULI,,Eugenia ligustrina,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUMO,,Eugenia monticola,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPA12,,Eugenia padronii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPA28,,Eugenia palumbis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPR4,,Eugenia procera,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPS,,Eugenia pseudopsidium,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EURE7,,Eugenia reinwardtiana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EURH,,Eugenia rhombea,"Tree, Shrub",,None,,No,Moderate,15,20,,None,Yes,Yes,No,,5.5,8,640,,,36,Tolerant,40,,Yes,No,,,
EUSA14,,Eugenia samoense,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSE9,,Eugenia serrasuela,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSE10,,Eugenia sessiliflora,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST3,,Eugenia stahlii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUST6,,Eugenia stewardsonii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUN,,Eugenia underwoodii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUUN2,,Eugenia uniflora,"Tree, Shrub",FLEPPC,,,,,,,,,,,,,,,,,,,,,,,,,,
EUWO2,,Eugenia woodburyana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUXE,,Eugenia xerophytica,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EULAL3,,Eulalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAU3,,Eulalia aurea,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULAL2,,Eulaliopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBI10,,Eulaliopsis binata,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULOP,,Eulophia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAL6,,Eulophia alta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGR19,,Eulophia graminea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUMA28,,Eulophia macgregorii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPU20,,Eulophia pulchra,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUONY2,,Euonymus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAL13,,Euonymus alatus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUALA2,,Euonymus alatus var. alatus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUALA3,,Euonymus alatus var. apterus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAM9,,Euonymus americanus,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAT5,,Euonymus atropurpureus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUATA2,,Euonymus atropurpureus var. atropurpureus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUATC2,,Euonymus atropurpureus var. cheatumii,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBU5,,Euonymus bungeanus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEU7,,Euonymus europaeus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFO5,,Euonymus fortunei,Shrub,"SEEPPC, WI",,,,,,,,,,,,,,,,,,,,,,,,,,
EUFOF,,Euonymus fortunei var. fortunei,"Vine, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFOR2,,Euonymus fortunei var. radicans,"Vine, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHA7,,Euonymus hamiltonianus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHAM2,,Euonymus hamiltonianus ssp. maackii,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHAS2,,Euonymus hamiltonianus ssp. sieboldianus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUJA8,,Euonymus japonicus,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUKI5,,Euonymus kiautschovicus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUNA3,,Euonymus nanus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUOB8,,Euonymus obovatus,"Shrub, Subshrub, Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUOC8,,Euonymus occidentalis,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUOCO,,Euonymus occidentalis var. occidentalis,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUOCP2,,Euonymus occidentalis var. parishii,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPA21,,Euonymus patens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPH6,,Euonymus phellomanus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUOPS,,Euopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGR11,,Euopsis granatina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPU14,,Euopsis pulvinata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPAT,,Eupatorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAL2,,Eupatorium album,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUALA,,Eupatorium album var. album,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUALS,,Eupatorium album var. subvenosum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAL3,,Eupatorium altissimum,Forb/herb,NE&GP,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAN4,,Eupatorium anomalum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCA9,,Eupatorium cannabinum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCA5,,Eupatorium capillifolium,Forb/herb,"N'EAST, SWSS",,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH9,,Eupatorium chapmanii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO7,,Eupatorium compositifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGL7,,Eupatorium glaucescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGO4,,Eupatorium godfreyanum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHY,,Eupatorium hyssopifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHYC,,Eupatorium hyssopifolium var. calcaratum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHYH,,Eupatorium hyssopifolium var. hyssopifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHYL,,Eupatorium hyssopifolium var. laciniatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULA7,,Eupatorium lancifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULE3,,Eupatorium leptophyllum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULE,,Eupatorium leucolepis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EULEL,,Eupatorium leucolepis var. leucolepis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUMI7,,Eupatorium mikanioides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUMO4,,Eupatorium mohrii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUNO,,Eupatorium novae-angliae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPA30,,Eupatorium paludicola,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPE3,,Eupatorium perfoliatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPEC,,Eupatorium perfoliatum var. colpophilum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPEP,,Eupatorium perfoliatum var. perfoliatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPI2,,Eupatorium pilosum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPI3,,Eupatorium ×pinnatifidum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURE8,,Eupatorium resinosum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURO4,,Eupatorium rotundifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROC,,Eupatorium rotundifolium var. cordigerum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROO,,Eupatorium rotundifolium var. ovatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROR,,Eupatorium rotundifolium var. rotundifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROS,,Eupatorium rotundifolium var. scabridum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSE,,Eupatorium semiserratum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSE2,,Eupatorium serotinum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSE3,,Eupatorium sessilifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSEB,,Eupatorium sessilifolium var. brittonianum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSES,,Eupatorium sessilifolium var. sessilifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSEV,,Eupatorium sessilifolium var. vaseyi,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUSO3,,Eupatorium sordidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR4,,Eupatorium triplinerve,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUTR5,,Eupatorium ×truncatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPHO,,Euphorbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAA,,Euphorbia aaron-rossii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAG,,Euphorbia agraria,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAN3,,Euphorbia antisyphilitica,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBI2,,Euphorbia bicolor,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBI3,,Euphorbia bifurcata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBI4,,Euphorbia bilobata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR,,Euphorbia brachycera,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUBR16,,Euphorbia breoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCA29,,Euphorbia candelabrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH2,,Euphorbia chamaesula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH14,,Euphorbia chamissonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH5,,Euphorbia chapmanii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCH13,,Euphorbia characias,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO8,,Euphorbia commutata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO41,,Euphorbia cooperi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO10,,Euphorbia corollata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCO24,,Euphorbia cotinifolia,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCR2,,Euphorbia crenulata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCU9,,Euphorbia cuphosperma,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCU3,,Euphorbia curtisii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCY,,Euphorbia cyathophora,Forb/herb,SWSS,,,,,,,,,,,,,,,,,,,,,,,,,,
EUCY2,,Euphorbia cyparissias,Forb/herb,"STATE, WI",,,,,,,,,,,,,,,,,,,,,,,,,,
EUDA5,,Euphorbia davidii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDE17,,Euphorbia decaryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDEC2,,Euphorbia decaryi var. capsaintemariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDE10,,Euphorbia dendroides,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDE4,,Euphorbia dentata,Forb/herb,"NE&GP, STATE, SWSS, WSWS",,,,,,,,,,,,,,,,,,,,,,,,,,
EUDED,,Euphorbia dentata var. dentata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDEL,,Euphorbia dentata var. lasiocarpa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUDI5,,Euphorbia discoidalis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEP,,Euphorbia epithymoides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUER2,,Euphorbia eriantha,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUES,,Euphorbia esula,Forb/herb,"Cal-IPC, N'EAST, NE&GP, STATE, SWSS, WI, WSWS",,,,,,,,,,,,,,,,,,,,,,,,,,
EUESE,,Euphorbia esula var. esula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUESU,,Euphorbia esula var. uralensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEX3,,Euphorbia exigua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEX6,,Euphorbia exserta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUEX4,,Euphorbia exstipulata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFA2,,Euphorbia falcata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFL4,,Euphorbia floridana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUFU4,,Euphorbia fulgens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGA6,,Euphorbia gaudichaudii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGA7,,Euphorbia ×gayeri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUGR6,,Euphorbia graminea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHA2,,Euphorbia haeleeleana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHE2,,Euphorbia helioscopia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHE3,,Euphorbia helleri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHE13,,Euphorbia herniarifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHE4,,Euphorbia heterophylla,Forb/herb,SWSS,,,,,,,,,,,,,,,,,,,,,,,,,,
EUHE5,,Euphorbia hexagona,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUIN4,,Euphorbia innocua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUIN5,,Euphorbia inundata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
